exam_center,CODE,SUBJECT NAME,REG,SAT,NO-CA,W/HD,CLEAN,PASS,GPA,REG/RANK,NAT/RANK
S1347 TINGI,31,PHYSICS,18,18,0,0,18,0,5.0,150/169,4369/4680
S1347 TINGI,32,CHEMISTRY,51,51,0,0,51,25,4.3922,156/185,4126/4883
S1347 TINGI,33,BIOLOGY,100,99,0,0,99,66,4.1616,89/190,2203/4916
S1347 TINGI,41,BASIC MATHEMATICS,100,99,0,0,99,5,4.9394,114/190,3999/4919
S1346 MIKALANGA,11,CIVICS,102,100,0,0,100,63,4.16,111/190,2989/4919
S1346 MIKALANGA,12,HISTORY,102,100,0,0,100,36,4.62,168/190,3961/4896
S1346 MIKALANGA,13,GEOGRAPHY,102,100,0,0,100,36,4.55,149/190,3980/4916
S1346 MIKALANGA,21,KISWAHILI,102,100,0,0,100,96,2.93,70/190,1230/4919
S1346 MIKALANGA,22,ENGLISH LANGUAGE,102,100,0,0,100,62,4.2,101/190,3190/4919
S1346 MIKALANGA,24,LITERATURE IN ENGLISH,102,100,0,0,100,49,4.36,62/82,1090/1533
S1346 MIKALANGA,31,PHYSICS,19,18,0,0,18,7,4.6111,85/169,2645/4680
S1346 MIKALANGA,32,CHEMISTRY,19,18,0,0,18,16,3.9444,103/185,2697/4883
S1346 MIKALANGA,33,BIOLOGY,102,100,0,0,100,53,4.36,132/190,3123/4916
S1346 MIKALANGA,41,BASIC MATHEMATICS,102,100,0,0,100,4,4.96,135/190,4281/4919
S1344 MWALIMU J K NYERERE,11,CIVICS,216,214,0,0,214,132,4.1028,55/108,2723/4919
S1344 MWALIMU J K NYERERE,12,HISTORY,216,214,0,0,214,109,4.2944,52/108,2266/4896
S1344 MWALIMU J K NYERERE,13,GEOGRAPHY,216,214,0,0,214,96,4.3785,70/108,3035/4916
S1344 MWALIMU J K NYERERE,21,KISWAHILI,216,214,0,0,214,195,3.3411,67/108,3041/4919
S1344 MWALIMU J K NYERERE,22,ENGLISH LANGUAGE,216,214,0,0,214,132,4.0701,51/108,2586/4919
S1344 MWALIMU J K NYERERE,24,LITERATURE IN ENGLISH,36,35,0,0,35,35,3.1429,1/60,96/1533
S1344 MWALIMU J K NYERERE,31,PHYSICS,48,47,0,0,47,11,4.6809,50/103,2968/4680
S1344 MWALIMU J K NYERERE,32,CHEMISTRY,61,60,0,0,60,52,3.7167,40/108,1914/4883
S1344 MWALIMU J K NYERERE,33,BIOLOGY,216,214,0,0,214,95,4.2757,56/108,2723/4916
S1344 MWALIMU J K NYERERE,41,BASIC MATHEMATICS,216,214,0,0,214,31,4.7804,41/108,2085/4919
S1343 ANNE MARIE,11,CIVICS,133,131,0,0,131,131,2.7405,17/299,160/4919
S1343 ANNE MARIE,12,HISTORY,133,131,0,0,131,130,2.9771,25/298,185/4896
S1343 ANNE MARIE,13,GEOGRAPHY,133,131,0,0,131,129,3.1603,32/299,287/4916
S1343 ANNE MARIE,14,BIBLE KNOWLEDGE,6,6,0,0,6,6,3.5,15/28,232/386
S1343 ANNE MARIE,21,KISWAHILI,133,131,0,0,131,131,1.8015,10/299,72/4919
S1343 ANNE MARIE,22,ENGLISH LANGUAGE,133,131,0,0,131,131,2.2214,28/299,165/4919
S1343 ANNE MARIE,24,LITERATURE IN ENGLISH,125,123,0,0,123,120,3.1626,20/128,105/1533
S1343 ANNE MARIE,31,PHYSICS,53,52,0,0,52,48,3.6923,50/293,330/4680
S1343 ANNE MARIE,32,CHEMISTRY,53,52,0,0,52,52,3.0962,47/293,399/4883
S1343 ANNE MARIE,33,BIOLOGY,133,131,0,0,131,131,2.9008,36/299,331/4916
S1343 ANNE MARIE,41,BASIC MATHEMATICS,133,131,0,0,131,89,3.8168,48/299,329/4919
S1343 ANNE MARIE,61,COMMERCE,34,33,0,0,33,32,3.7576,41/175,200/853
S1343 ANNE MARIE,62,BOOK-KEEPING,34,33,0,0,33,29,3.5758,25/172,143/843
S1342 AMBASSADOR,11,CIVICS,12,12,0,12,0,0,-,-,-
S1342 AMBASSADOR,12,HISTORY,12,12,0,12,0,0,-,-,-
S1342 AMBASSADOR,13,GEOGRAPHY,12,12,0,12,0,0,-,-,-
S1342 AMBASSADOR,21,KISWAHILI,12,12,0,12,0,0,-,-,-
S1342 AMBASSADOR,22,ENGLISH LANGUAGE,12,12,0,12,0,0,-,-,-
S1342 AMBASSADOR,24,LITERATURE IN ENGLISH,3,3,0,3,0,0,-,-,-
S1342 AMBASSADOR,31,PHYSICS,3,3,0,3,0,0,-,-,-
S1342 AMBASSADOR,32,CHEMISTRY,5,5,0,5,0,0,-,-,-
S1342 AMBASSADOR,33,BIOLOGY,12,12,0,12,0,0,-,-,-
S1342 AMBASSADOR,41,BASIC MATHEMATICS,12,12,0,12,0,0,-,-,-
S1342 AMBASSADOR,61,COMMERCE,1,1,0,1,0,0,-,-,-
S1342 AMBASSADOR,62,BOOK-KEEPING,1,1,0,1,0,0,-,-,-
S1341 NAKAGURU,11,CIVICS,96,95,0,0,95,64,4.1474,117/235,2929/4919
S1341 NAKAGURU,12,HISTORY,96,95,0,0,95,21,4.7579,213/235,4513/4896
S1341 NAKAGURU,13,GEOGRAPHY,96,95,0,0,95,30,4.6632,205/235,4423/4916
S1341 NAKAGURU,15,ELIMU YA DINI YA KIISLAMU,8,8,0,0,8,5,4.125,7/21,359/1135
S1341 NAKAGURU,21,KISWAHILI,96,95,0,0,95,94,3.1684,109/235,2205/4919
S1341 NAKAGURU,22,ENGLISH LANGUAGE,96,95,0,0,95,58,4.2316,150/235,3334/4919
S1341 NAKAGURU,31,PHYSICS,11,11,0,0,11,3,4.7273,140/227,3164/4680
S1341 NAKAGURU,32,CHEMISTRY,16,16,0,0,16,16,3.0625,25/233,365/4883
S1341 NAKAGURU,33,BIOLOGY,96,95,0,0,95,39,4.4421,142/235,3512/4916
S1341 NAKAGURU,41,BASIC MATHEMATICS,96,95,0,0,95,8,4.8842,152/235,3236/4919
S1340 LWANGWA,11,CIVICS,107,106,0,0,106,80,3.8679,85/210,1748/4919
S1340 LWANGWA,12,HISTORY,107,106,0,0,106,62,4.2547,103/209,2075/4896
S1340 LWANGWA,13,GEOGRAPHY,107,106,0,0,106,55,4.2642,118/210,2428/4916
S1340 LWANGWA,21,KISWAHILI,107,106,0,0,106,105,2.7925,49/210,893/4919
S1340 LWANGWA,22,ENGLISH LANGUAGE,107,106,0,0,106,83,3.8962,94/210,1908/4919
S1340 LWANGWA,24,LITERATURE IN ENGLISH,76,75,0,0,75,42,4.24,87/143,962/1533
S1340 LWANGWA,31,PHYSICS,29,29,0,0,29,10,4.5862,95/207,2538/4680
S1340 LWANGWA,32,CHEMISTRY,29,29,0,0,29,25,3.7931,94/208,2201/4883
S1340 LWANGWA,33,BIOLOGY,107,106,0,0,106,56,4.2264,118/210,2500/4916
S1340 LWANGWA,41,BASIC MATHEMATICS,107,106,0,0,106,21,4.7358,83/210,1768/4919
S1340 LWANGWA,61,COMMERCE,10,10,0,0,10,0,5.0,36/39,811/853
S1340 LWANGWA,62,BOOK-KEEPING,10,10,0,0,10,1,4.9,31/39,760/843
S1339 KYERWA BRIGHT STAR,11,CIVICS,82,82,0,0,82,80,3.561,61/245,1010/4919
S1339 KYERWA BRIGHT STAR,12,HISTORY,82,82,0,0,82,73,3.9146,58/245,1062/4896
S1339 KYERWA BRIGHT STAR,13,GEOGRAPHY,82,82,0,0,82,50,4.2683,123/245,2452/4916
S1339 KYERWA BRIGHT STAR,21,KISWAHILI,82,82,0,0,82,82,2.9878,83/245,1430/4919
S1339 KYERWA BRIGHT STAR,22,ENGLISH LANGUAGE,82,82,0,0,82,80,3.3537,58/245,871/4919
S1339 KYERWA BRIGHT STAR,24,LITERATURE IN ENGLISH,10,10,0,0,10,8,3.8,27/81,494/1533
S1339 KYERWA BRIGHT STAR,31,PHYSICS,18,18,0,0,18,9,4.5,142/243,2153/4680
S1339 KYERWA BRIGHT STAR,32,CHEMISTRY,48,48,0,0,48,47,3.7292,121/245,1951/4883
S1339 KYERWA BRIGHT STAR,33,BIOLOGY,82,82,0,0,82,80,3.6707,62/245,1025/4916
S1339 KYERWA BRIGHT STAR,41,BASIC MATHEMATICS,82,82,0,0,82,14,4.7683,96/245,2000/4919
S1339 KYERWA BRIGHT STAR,61,COMMERCE,9,9,0,0,9,8,4.1111,13/20,323/853
S1339 KYERWA BRIGHT STAR,62,BOOK-KEEPING,3,3,0,0,3,3,3.6667,7/17,165/843
S1338 CHIUNGUTWA,11,CIVICS,65,65,0,0,65,38,4.1538,59/146,2951/4919
S1338 CHIUNGUTWA,12,HISTORY,65,65,0,0,65,37,4.2,50/145,1860/4896
S1338 CHIUNGUTWA,13,GEOGRAPHY,65,65,0,0,65,29,4.4154,63/146,3246/4916
S1338 CHIUNGUTWA,21,KISWAHILI,65,65,0,0,65,64,3.0769,53/146,1784/4919
S1338 CHIUNGUTWA,22,ENGLISH LANGUAGE,65,65,0,0,65,38,4.1846,49/146,3109/4919
S1338 CHIUNGUTWA,31,PHYSICS,15,15,0,0,15,1,4.9333,79/98,4196/4680
S1338 CHIUNGUTWA,32,CHEMISTRY,15,15,0,0,15,13,3.8,58/142,2223/4883
S1338 CHIUNGUTWA,33,BIOLOGY,65,65,0,0,65,31,4.2462,31/146,2595/4916
S1338 CHIUNGUTWA,41,BASIC MATHEMATICS,65,65,0,0,65,3,4.9385,61/146,3987/4919
S1337 SUMAYE,11,CIVICS,210,209,0,0,209,92,4.378,168/235,3960/4919
S1337 SUMAYE,12,HISTORY,210,209,0,0,209,64,4.6077,181/235,3908/4896
S1337 SUMAYE,13,GEOGRAPHY,210,209,0,0,209,59,4.6316,196/235,4316/4916
S1337 SUMAYE,21,KISWAHILI,210,209,0,0,209,195,3.3923,160/235,3290/4919
S1337 SUMAYE,22,ENGLISH LANGUAGE,210,209,0,0,209,141,3.8612,88/235,1798/4919
S1337 SUMAYE,24,LITERATURE IN ENGLISH,64,64,0,0,64,58,3.8125,18/58,504/1533
S1337 SUMAYE,31,PHYSICS,30,30,0,0,30,5,4.8333,170/227,3706/4680
S1337 SUMAYE,32,CHEMISTRY,30,30,0,0,30,25,3.7667,109/233,2095/4883
S1337 SUMAYE,33,BIOLOGY,210,209,0,0,209,71,4.555,170/235,4041/4916
S1337 SUMAYE,41,BASIC MATHEMATICS,210,209,0,0,209,8,4.9426,188/235,4041/4919
S1336 BITALE,11,CIVICS,93,92,0,0,92,53,4.1304,115/171,2853/4919
S1336 BITALE,12,HISTORY,93,92,0,0,92,33,4.5652,140/171,3684/4896
S1336 BITALE,13,GEOGRAPHY,93,92,0,0,92,35,4.4783,142/171,3617/4916
S1336 BITALE,15,ELIMU YA DINI YA KIISLAMU,31,31,0,0,31,16,4.4194,26/57,664/1135
S1336 BITALE,21,KISWAHILI,93,92,0,0,92,85,3.4022,104/171,3324/4919
S1336 BITALE,22,ENGLISH LANGUAGE,93,92,0,0,92,51,4.2174,121/171,3277/4919
S1336 BITALE,23,FRENCH LANGUAGE,11,11,0,0,11,2,4.8182,10/11,166/173
S1336 BITALE,31,PHYSICS,14,13,0,0,13,4,4.6923,115/170,3011/4680
S1336 BITALE,32,CHEMISTRY,32,32,0,0,32,23,4.0625,101/171,3114/4883
S1336 BITALE,33,BIOLOGY,93,92,0,0,92,51,4.3043,117/171,2865/4916
S1336 BITALE,41,BASIC MATHEMATICS,93,92,0,0,92,13,4.8152,109/171,2402/4919
S1335 KINDIKATI,11,CIVICS,73,71,0,0,71,54,3.7746,116/317,1459/4919
S1335 KINDIKATI,12,HISTORY,73,71,0,0,71,39,4.2535,143/317,2069/4896
S1335 KINDIKATI,13,GEOGRAPHY,73,71,0,0,71,50,3.9437,101/317,1195/4916
S1335 KINDIKATI,21,KISWAHILI,73,71,0,0,71,68,2.9577,84/317,1328/4919
S1335 KINDIKATI,22,ENGLISH LANGUAGE,73,71,0,0,71,57,3.7465,136/317,1474/4919
S1335 KINDIKATI,31,PHYSICS,12,11,0,0,11,3,4.7273,236/316,3160/4680
S1335 KINDIKATI,32,CHEMISTRY,12,11,0,0,11,10,3.7273,130/317,1944/4883
S1335 KINDIKATI,33,BIOLOGY,73,71,0,0,71,48,4.0282,136/317,1747/4916
S1335 KINDIKATI,41,BASIC MATHEMATICS,73,71,0,0,71,8,4.8451,198/317,2724/4919
S1334 MHONGOLO PROGRESSIVE,11,CIVICS,118,118,0,0,118,110,3.4068,16/140,777/4919
S1334 MHONGOLO PROGRESSIVE,12,HISTORY,118,118,0,0,118,79,4.0593,34/140,1416/4896
S1334 MHONGOLO PROGRESSIVE,13,GEOGRAPHY,118,118,0,0,118,100,3.678,17/140,778/4916
S1334 MHONGOLO PROGRESSIVE,21,KISWAHILI,118,118,0,0,118,117,3.1356,39/140,2032/4919
S1334 MHONGOLO PROGRESSIVE,22,ENGLISH LANGUAGE,118,118,0,0,118,114,3.0847,16/140,609/4919
S1334 MHONGOLO PROGRESSIVE,31,PHYSICS,81,81,0,0,81,57,4.0123,18/139,797/4680
S1334 MHONGOLO PROGRESSIVE,32,CHEMISTRY,91,91,0,0,91,77,3.6813,42/140,1784/4883
S1334 MHONGOLO PROGRESSIVE,33,BIOLOGY,118,118,0,0,118,104,3.4068,14/140,752/4916
S1334 MHONGOLO PROGRESSIVE,41,BASIC MATHEMATICS,118,118,0,0,118,69,4.1017,12/140,481/4919
S1334 MHONGOLO PROGRESSIVE,61,COMMERCE,19,19,0,0,19,14,4.1053,8/29,320/853
S1334 MHONGOLO PROGRESSIVE,62,BOOK-KEEPING,19,19,0,0,19,9,4.4211,12/29,498/843
S1333 KAHAMA MUSLIM,11,CIVICS,24,22,0,0,22,19,3.6818,25/140,1219/4919
S1333 KAHAMA MUSLIM,12,HISTORY,24,22,0,0,22,16,4.1818,52/140,1792/4896
S1333 KAHAMA MUSLIM,13,GEOGRAPHY,24,22,0,0,22,17,4.0455,45/140,1475/4916
S1333 KAHAMA MUSLIM,15,ELIMU YA DINI YA KIISLAMU,12,11,0,0,11,9,3.8182,4/11,193/1135
S1333 KAHAMA MUSLIM,21,KISWAHILI,24,22,0,0,22,21,3.5909,119/140,4092/4919
S1333 KAHAMA MUSLIM,22,ENGLISH LANGUAGE,24,22,0,0,22,19,3.6364,38/140,1234/4919
S1333 KAHAMA MUSLIM,31,PHYSICS,7,7,0,0,7,0,5.0,137/139,4524/4680
S1333 KAHAMA MUSLIM,32,CHEMISTRY,11,10,0,0,10,8,4.2,102/140,3609/4883
S1333 KAHAMA MUSLIM,33,BIOLOGY,24,22,0,0,22,17,4.0455,53/140,1805/4916
S1333 KAHAMA MUSLIM,41,BASIC MATHEMATICS,24,22,0,0,22,4,4.7727,80/140,2036/4919
S1333 KAHAMA MUSLIM,61,COMMERCE,2,2,0,0,2,1,4.5,15/29,518/853
S1333 KAHAMA MUSLIM,62,BOOK-KEEPING,2,2,0,0,2,2,4.0,8/29,294/843
S1332 MAHONGOLE,11,CIVICS,85,85,0,0,85,57,4.0353,77/116,2398/4919
S1332 MAHONGOLE,12,HISTORY,85,85,0,0,85,40,4.3529,57/116,2554/4896
S1332 MAHONGOLE,13,GEOGRAPHY,85,85,0,0,85,46,4.2471,68/116,2338/4916
S1332 MAHONGOLE,21,KISWAHILI,85,85,0,0,85,85,2.8235,44/116,967/4919
S1332 MAHONGOLE,22,ENGLISH LANGUAGE,85,85,0,0,85,69,3.5882,40/116,1148/4919
S1332 MAHONGOLE,24,LITERATURE IN ENGLISH,17,17,0,0,17,17,3.1176,9/37,91/1533
S1332 MAHONGOLE,31,PHYSICS,12,12,0,0,12,11,3.8333,13/115,469/4680
S1332 MAHONGOLE,32,CHEMISTRY,15,15,0,0,15,15,3.2667,17/116,665/4883
S1332 MAHONGOLE,33,BIOLOGY,85,85,0,0,85,43,4.1882,64/116,2324/4916
S1332 MAHONGOLE,41,BASIC MATHEMATICS,85,85,0,0,85,10,4.8,65/116,2249/4919
S1331 IKUNA,11,CIVICS,58,58,0,0,58,45,3.9483,67/116,2046/4919
S1331 IKUNA,12,HISTORY,58,58,0,0,58,29,4.3793,61/116,2683/4896
S1331 IKUNA,13,GEOGRAPHY,58,58,0,0,58,31,4.3103,78/116,2675/4916
S1331 IKUNA,21,KISWAHILI,58,58,0,0,58,57,2.5862,22/116,495/4919
S1331 IKUNA,22,ENGLISH LANGUAGE,58,58,0,0,58,48,3.8103,59/116,1643/4919
S1331 IKUNA,24,LITERATURE IN ENGLISH,14,14,0,0,14,14,2.8571,4/37,45/1533
S1331 IKUNA,31,PHYSICS,11,11,0,0,11,0,5.0,111/115,4446/4680
S1331 IKUNA,32,CHEMISTRY,11,11,0,0,11,10,3.4545,25/116,1081/4883
S1331 IKUNA,33,BIOLOGY,58,58,0,0,58,33,4.2241,70/116,2492/4916
S1331 IKUNA,41,BASIC MATHEMATICS,58,58,0,0,58,4,4.8966,88/116,3402/4919
S1330 PRESBYTERIAN SEMINARY,11,CIVICS,50,50,0,0,50,49,3.22,31/235,574/4919
S1330 PRESBYTERIAN SEMINARY,12,HISTORY,50,50,0,0,50,39,3.78,48/235,841/4896
S1330 PRESBYTERIAN SEMINARY,13,GEOGRAPHY,50,50,0,0,50,45,3.62,34/235,699/4916
S1330 PRESBYTERIAN SEMINARY,14,BIBLE KNOWLEDGE,50,50,0,0,50,43,3.6,17/24,246/386
S1330 PRESBYTERIAN SEMINARY,21,KISWAHILI,50,50,0,0,50,50,2.8,43/235,913/4919
S1330 PRESBYTERIAN SEMINARY,22,ENGLISH LANGUAGE,50,50,0,0,50,50,3.04,30/235,572/4919
S1330 PRESBYTERIAN SEMINARY,31,PHYSICS,31,31,0,0,31,12,4.5161,106/227,2280/4680
S1330 PRESBYTERIAN SEMINARY,32,CHEMISTRY,38,38,0,0,38,38,3.5263,77/233,1290/4883
S1330 PRESBYTERIAN SEMINARY,33,BIOLOGY,50,50,0,0,50,48,3.18,32/235,512/4916
S1330 PRESBYTERIAN SEMINARY,41,BASIC MATHEMATICS,50,50,0,0,50,25,4.12,25/235,487/4919
S1329 MISSION KITUNDA,11,CIVICS,19,19,0,1,18,12,3.7222,109/299,1327/4919
S1329 MISSION KITUNDA,12,HISTORY,19,19,0,1,18,12,4.0,118/298,1267/4896
S1329 MISSION KITUNDA,13,GEOGRAPHY,19,19,0,1,18,10,4.1667,124/299,1939/4916
S1329 MISSION KITUNDA,21,KISWAHILI,19,19,0,1,18,18,3.0,96/299,1518/4919
S1329 MISSION KITUNDA,22,ENGLISH LANGUAGE,19,19,0,1,18,14,3.8889,161/299,1887/4919
S1329 MISSION KITUNDA,24,LITERATURE IN ENGLISH,19,19,0,1,18,6,4.5556,109/128,1297/1533
S1329 MISSION KITUNDA,31,PHYSICS,9,9,0,0,9,3,4.5556,194/293,2431/4680
S1329 MISSION KITUNDA,32,CHEMISTRY,10,10,0,0,10,10,3.6,130/293,1522/4883
S1329 MISSION KITUNDA,33,BIOLOGY,19,19,0,1,18,12,3.8889,108/299,1366/4916
S1329 MISSION KITUNDA,41,BASIC MATHEMATICS,19,19,0,1,18,5,4.5556,106/299,978/4919
S1328 PIO,11,CIVICS,134,134,0,0,134,129,3.097,10/215,427/4919
S1328 PIO,12,HISTORY,134,134,0,0,134,128,3.4478,9/215,462/4896
S1328 PIO,13,GEOGRAPHY,134,134,0,0,134,129,3.3358,8/215,404/4916
S1328 PIO,21,KISWAHILI,134,134,0,0,134,134,2.5224,11/215,408/4919
S1328 PIO,22,ENGLISH LANGUAGE,134,134,0,0,134,134,2.6343,7/215,315/4919
S1328 PIO,31,PHYSICS,134,134,0,0,134,66,4.2612,39/199,1343/4680
S1328 PIO,32,CHEMISTRY,134,134,0,0,134,128,3.3806,27/215,883/4883
S1328 PIO,33,BIOLOGY,134,134,0,0,134,134,3.2836,15/215,627/4916
S1328 PIO,41,BASIC MATHEMATICS,134,134,0,0,134,100,3.7164,9/215,290/4919
S1327 MAZOEZI KLERRUU,11,CIVICS,188,188,0,0,188,131,3.9681,83/163,2126/4919
S1327 MAZOEZI KLERRUU,12,HISTORY,188,188,0,0,188,77,4.4734,122/162,3171/4896
S1327 MAZOEZI KLERRUU,13,GEOGRAPHY,188,188,0,0,188,107,4.2181,87/163,2191/4916
S1327 MAZOEZI KLERRUU,21,KISWAHILI,188,188,0,0,188,171,3.3936,157/163,3300/4919
S1327 MAZOEZI KLERRUU,22,ENGLISH LANGUAGE,188,188,0,0,188,125,3.9734,90/163,2199/4919
S1327 MAZOEZI KLERRUU,31,PHYSICS,41,41,0,0,41,27,4.1463,21/160,1043/4680
S1327 MAZOEZI KLERRUU,32,CHEMISTRY,88,88,0,0,88,65,3.9773,79/162,2783/4883
S1327 MAZOEZI KLERRUU,33,BIOLOGY,188,188,0,0,188,109,4.1649,77/163,2216/4916
S1327 MAZOEZI KLERRUU,41,BASIC MATHEMATICS,188,188,0,0,188,24,4.7872,70/163,2142/4919
S1325 IGWACHANYA,11,CIVICS,100,99,0,0,99,81,3.8081,47/116,1550/4919
S1325 IGWACHANYA,12,HISTORY,100,99,0,0,99,41,4.4545,76/116,3072/4896
S1325 IGWACHANYA,13,GEOGRAPHY,100,99,0,0,99,45,4.4444,96/116,3430/4916
S1325 IGWACHANYA,21,KISWAHILI,100,99,0,0,99,98,2.7071,27/116,709/4919
S1325 IGWACHANYA,22,ENGLISH LANGUAGE,100,99,0,0,99,86,3.5859,39/116,1143/4919
S1325 IGWACHANYA,24,LITERATURE IN ENGLISH,57,57,0,0,57,47,3.7895,20/37,479/1533
S1325 IGWACHANYA,31,PHYSICS,32,32,0,0,32,5,4.8438,93/115,3778/4680
S1325 IGWACHANYA,32,CHEMISTRY,32,32,0,0,32,17,4.375,99/116,4070/4883
S1325 IGWACHANYA,33,BIOLOGY,100,99,0,0,99,48,4.3737,89/116,3180/4916
S1325 IGWACHANYA,41,BASIC MATHEMATICS,100,99,0,0,99,21,4.7475,51/116,1832/4919
S1324 HARAMBEE,11,CIVICS,106,105,0,0,105,71,3.9905,156/317,2221/4919
S1324 HARAMBEE,12,HISTORY,106,105,0,0,105,60,4.2476,141/317,2044/4896
S1324 HARAMBEE,13,GEOGRAPHY,106,105,0,0,105,66,4.1238,142/317,1755/4916
S1324 HARAMBEE,21,KISWAHILI,106,105,0,0,105,101,3.1524,139/317,2123/4919
S1324 HARAMBEE,22,ENGLISH LANGUAGE,106,105,0,0,105,76,3.9524,186/317,2117/4919
S1324 HARAMBEE,31,PHYSICS,40,40,0,0,40,12,4.65,218/316,2810/4680
S1324 HARAMBEE,32,CHEMISTRY,41,40,0,0,40,16,4.525,295/317,4399/4883
S1324 HARAMBEE,33,BIOLOGY,106,105,0,0,105,59,4.2952,215/317,2821/4916
S1324 HARAMBEE,41,BASIC MATHEMATICS,106,105,0,0,105,15,4.819,184/317,2441/4919
S1323 JAPAN,11,CIVICS,196,193,0,0,193,105,4.1503,83/282,2941/4919
S1323 JAPAN,12,HISTORY,196,193,0,0,193,81,4.3886,94/281,2738/4896
S1323 JAPAN,13,GEOGRAPHY,196,193,0,0,193,72,4.4611,107/282,3529/4916
S1323 JAPAN,15,ELIMU YA DINI YA KIISLAMU,133,131,0,0,131,56,4.5038,122/175,784/1135
S1323 JAPAN,21,KISWAHILI,196,193,0,0,193,167,3.4922,157/282,3707/4919
S1323 JAPAN,22,ENGLISH LANGUAGE,196,193,0,0,193,126,4.057,90/282,2537/4919
S1323 JAPAN,31,PHYSICS,64,64,0,0,64,15,4.7344,113/246,3206/4680
S1323 JAPAN,32,CHEMISTRY,64,64,0,0,64,50,3.9375,96/274,2679/4883
S1323 JAPAN,33,BIOLOGY,196,193,0,0,193,85,4.3627,87/282,3134/4916
S1323 JAPAN,41,BASIC MATHEMATICS,196,193,0,0,193,22,4.8653,78/282,2999/4919
S1322 NTABA,11,CIVICS,114,113,0,0,113,81,3.9823,107/210,2187/4919
S1322 NTABA,12,HISTORY,114,113,0,0,113,79,4.0531,64/209,1402/4896
S1322 NTABA,13,GEOGRAPHY,114,113,0,0,113,72,4.115,81/210,1722/4916
S1322 NTABA,21,KISWAHILI,114,113,0,0,113,111,2.9469,78/210,1288/4919
S1322 NTABA,22,ENGLISH LANGUAGE,114,113,0,0,113,59,4.3451,187/210,3854/4919
S1322 NTABA,31,PHYSICS,23,23,0,0,23,2,4.913,178/207,4119/4680
S1322 NTABA,32,CHEMISTRY,23,23,0,0,23,10,4.3913,182/208,4123/4883
S1322 NTABA,33,BIOLOGY,114,113,0,0,113,52,4.4071,156/210,3330/4916
S1322 NTABA,41,BASIC MATHEMATICS,114,113,0,0,113,5,4.9381,190/210,3982/4919
S1321 ISANGE,11,CIVICS,67,61,0,0,61,50,3.8852,88/210,1810/4919
S1321 ISANGE,12,HISTORY,67,61,0,0,61,52,3.8852,43/209,1006/4896
S1321 ISANGE,13,GEOGRAPHY,67,61,0,0,61,39,4.1475,91/210,1845/4916
S1321 ISANGE,21,KISWAHILI,67,61,0,0,61,61,2.7377,40/210,770/4919
S1321 ISANGE,22,ENGLISH LANGUAGE,67,61,0,0,61,45,4.1803,153/210,3078/4919
S1321 ISANGE,24,LITERATURE IN ENGLISH,48,42,0,0,42,24,4.3333,93/143,1058/1533
S1321 ISANGE,31,PHYSICS,10,9,0,0,9,2,4.7778,151/207,3450/4680
S1321 ISANGE,32,CHEMISTRY,23,15,0,0,15,15,3.1333,19/208,449/4883
S1321 ISANGE,33,BIOLOGY,67,61,0,0,61,54,3.7869,57/210,1180/4916
S1321 ISANGE,41,BASIC MATHEMATICS,67,61,0,0,61,3,4.9508,196/210,4161/4919
S1320 MERERANI B W MKAPA,11,CIVICS,158,149,0,0,149,90,4.0336,103/151,2389/4919
S1320 MERERANI B W MKAPA,12,HISTORY,158,149,0,0,149,62,4.4497,95/150,3054/4896
S1320 MERERANI B W MKAPA,13,GEOGRAPHY,158,148,0,0,148,59,4.4865,137/151,3661/4916
S1320 MERERANI B W MKAPA,15,ELIMU YA DINI YA KIISLAMU,52,50,0,0,50,15,4.64,22/27,932/1135
S1320 MERERANI B W MKAPA,21,KISWAHILI,158,149,0,0,149,125,3.5839,133/151,4068/4919
S1320 MERERANI B W MKAPA,22,ENGLISH LANGUAGE,158,149,0,0,149,101,3.8523,42/151,1770/4919
S1320 MERERANI B W MKAPA,24,LITERATURE IN ENGLISH,59,53,0,0,53,46,3.6226,9/51,337/1533
S1320 MERERANI B W MKAPA,31,PHYSICS,35,34,0,0,34,17,4.4706,59/145,2061/4680
S1320 MERERANI B W MKAPA,32,CHEMISTRY,35,34,0,0,34,26,3.9412,78/151,2688/4883
S1320 MERERANI B W MKAPA,33,BIOLOGY,158,149,0,0,149,69,4.302,118/151,2855/4916
S1320 MERERANI B W MKAPA,41,BASIC MATHEMATICS,158,148,0,0,148,26,4.7432,62/151,1818/4919
S1319 UPENDO,11,CIVICS,24,24,0,0,24,22,3.5,26/282,918/4919
S1319 UPENDO,12,HISTORY,24,24,0,0,24,15,4.1667,51/281,1750/4896
S1319 UPENDO,13,GEOGRAPHY,24,24,0,0,24,18,3.8333,28/282,995/4916
S1319 UPENDO,21,KISWAHILI,24,24,0,0,24,24,3.25,75/282,2605/4919
S1319 UPENDO,22,ENGLISH LANGUAGE,24,24,0,0,24,18,3.9167,62/282,1989/4919
S1319 UPENDO,24,LITERATURE IN ENGLISH,24,24,0,0,24,13,4.2917,40/66,1018/1533
S1319 UPENDO,31,PHYSICS,23,23,0,0,23,3,4.8261,144/246,3681/4680
S1319 UPENDO,32,CHEMISTRY,23,23,0,0,23,12,4.2609,155/274,3778/4883
S1319 UPENDO,33,BIOLOGY,24,24,0,0,24,19,3.75,32/282,1125/4916
S1319 UPENDO,41,BASIC MATHEMATICS,24,24,0,0,24,4,4.7083,42/282,1586/4919
