CNO,SEX,GPA,CLASS,ACCOUNTANCY,ADV/MATHS,AGRICULTURE,ARABIC,BAM,BIOLOGY,CHEMISTRY,COMMERCE,COMP/SCIENCE,DIVINITY,ECONOMICS,ENGLISH,F & HN NUTRITION,FRENCH,G/STUDIES,GEOGR,HISTORY,IS/KNOWLEDGE,KISWAHILI,PHYSICS
P1072/0517,M,1.7,CREDIT,,X,,,,,,,,,X,B,,,X,X,D,,D,
P1072/0518,M,2.3,CREDIT,,X,,,,,,,,,X,B,,,E,X,C,,C,
P1072/0519,M,1.0,PASS,,X,,,,,,,,,X,C,,,F,X,E,,D,
P1072/0520,M,1.7,CREDIT,,F,,,,,,,,,C,X,,,F,B,X,,X,
P1072/0521,M,2.0,CREDIT,,X,,,,,,,,,X,C,,,E,C,C,,C,
P1072/0522,M,-,ABS,,X,,,,,,,,,X,X,,,X,X,X,,X,
P1072/0523,M,3.0,MERIT,,X,,,,,,,,,X,X,,,D,B,B,,B,
P1072/0524,M,-,FAIL,,E,,,,,,,,,X,X,,,X,X,X,,X,
P1072/0525,M,0.7,PASS,,X,,,,,,,,,X,D,,,F,X,F,,D,
P1072/0526,M,1.7,CREDIT,,X,,,,,,,,,X,C,,,F,X,D,,C,
P1072/0527,M,3.0,MERIT,,X,,,,,,,,,X,+,,,F,X,C,,B,
P1072/0528,M,0.7,PASS,,X,,,,,,,,,X,D,,,F,X,E,,D,
P1072/0529,M,1.0,PASS,,X,,,,,,,,,X,X,,,E,D,D,,D,
P1072/0530,M,2.0,CREDIT,,X,,,,,,,,,X,X,,,E,C,C,,C,
P1077/0501,F,-,ABS,,X,,,,,,,,,X,X,,,X,X,X,,X,
P1077/0502,F,1.3,PASS,,X,,,,,,,,,X,D,,,F,X,D,,C,
P1077/0503,F,1.7,CREDIT,,X,,,,,,,,,X,C,,,F,X,E,,B,
P1077/0504,M,0.7,PASS,,X,,,,,,,,,X,D,,,F,X,E,,D,
P1077/0506,M,1.3,PASS,,X,,,,,,,,,X,X,,,F,D,D,,C,
P1077/0507,M,-,ABS,,X,,,,,,,,,X,X,,,X,X,X,,X,
P1077/0508,M,2.7,CREDIT,,X,,,,,,,,,X,B,,,D,X,B,,C,
P1077/0509,M,2.0,CREDIT,,X,,,,,,,,,X,X,,,F,C,C,,C,
P1077/0510,M,2.0,CREDIT,,X,,,,,,,,,X,X,,,E,C,C,,C,
P1077/0511,M,2.0,CREDIT,,X,,,,,,,,,X,D,,,F,X,C,,B,
P1077/0512,M,3.7,DISTINCTION,,X,,,,,,,,,X,X,,,E,+,B,,+,
P1077/0513,M,3.3,MERIT,,X,,,,,,,,,X,+,,,E,X,C,,+,
P1077/0514,M,3.3,MERIT,,X,,,,,,,,,X,X,,,D,B,B,,+,
P1077/0515,M,1.3,PASS,,X,,,,,,,,,X,X,,,F,D,D,,C,
P1077/0516,M,-,ABS,,X,,,,,,,,,X,X,,,X,X,X,,X,
P1077/0517,M,3.0,MERIT,,X,,,,,,,,,X,X,,,E,B,B,,B,
P1077/0518,M,2.3,CREDIT,,X,,,,,,,,,X,+,,,E,C,D,,X,
P1119/0501,F,0.0,FAIL,X,,,E,X,,,X,,,X,X,,,F,,F,,E,
P1119/0502,M,3.0,MERIT,+,,,X,X,,,C,,,B,X,,,F,,X,,X,
P1119/0503,M,-,FAIL,X,,,X,X,,,X,,,X,X,,,F,,X,,F,
P1119/0504,M,0.0,FAIL,F,,,X,F,,,F,,,F,X,,,F,,X,,X,
P1119/0505,M,2.0,CREDIT,B,,,X,F,,,D,,,C,X,,,F,,X,,X,
P1141/0501,F,3.3,MERIT,,X,,,X,,,,,,X,+,,,D,B,B,,X,X
P1141/0502,F,-,ABS,,X,,,X,,,,,,X,X,,,X,X,X,,X,X
P1141/0503,F,1.7,CREDIT,,E,,,X,,,,,,B,X,,,D,C,X,,X,X
P1141/0504,M,1.7,CREDIT,,D,,,X,,,,,,C,X,,,E,C,X,,X,X
P1141/0505,M,3.3,MERIT,,X,,,X,,,,,,X,X,,,D,B,B,,+,X
P1141/0506,M,3.3,MERIT,,X,,,F,,,,,,B,X,,,D,+,B,,X,X
P1141/0507,M,3.0,MERIT,,X,,,X,,,,,,X,X,,,D,B,B,,B,X
P1141/0508,M,2.3,CREDIT,,X,,,X,,,,,,X,B,,,D,C,C,,X,X
P1141/0509,M,0.3,FAIL,,F,,,X,,,,,,X,X,,,E,D,X,,X,F
P1156/0501,F,2.3,CREDIT,,X,,X,,,,,,,X,B,,,E,X,D,,B,
P1156/0502,F,2.3,CREDIT,,X,,X,,,,,,,X,X,,,E,C,C,,B,
P1156/0503,F,2.3,CREDIT,,X,,X,,,,,,,X,B,,,E,X,D,,B,
P1156/0504,F,2.7,CREDIT,,X,,X,,,,,,,X,+,,,E,X,D,,B,
P1156/0505,F,2.0,CREDIT,,X,,X,,,,,,,X,B,,,E,X,D,,C,
P1156/0506,F,-,ABS,,X,,X,,,,,,,X,X,,,X,X,X,,X,
P1156/0508,F,1.7,CREDIT,,X,,X,,,,,,,X,C,,,E,X,D,,C,
P1156/0509,F,-,ABS,,X,,X,,,,,,,X,X,,,X,X,X,,X,
P1156/0510,F,2.3,CREDIT,,X,,X,,,,,,,X,B,,,E,X,D,,B,
P1156/0511,F,-,ABS,,X,,X,,,,,,,X,X,,,X,X,X,,X,
P1156/0512,F,-,ABS,,X,,X,,,,,,,X,X,,,X,X,X,,X,
P1156/0513,F,-,PASS,,X,,X,,,,,,,X,C,,,E,X,X,,X,
P1156/0514,F,2.3,CREDIT,,X,,X,,,,,,,X,X,,,E,C,C,,B,
P1156/0515,M,3.7,DISTINCTION,,X,,X,,,,,,,X,X,,,D,B,+,,+,
P1156/0516,M,-,ABS,,X,,X,,,,,,,X,X,,,X,X,X,,X,
P1156/0517,M,-,FAIL,,X,,X,,,,,,,X,F,,,F,X,X,,D,
P1156/0518,M,2.3,CREDIT,,X,,X,,,,,,,X,B,,,E,X,C,,C,
P1156/0519,M,0.7,PASS,,F,,X,,,,,,,E,X,,,E,C,X,,X,
P1156/0520,M,1.3,PASS,,F,,X,,,,,,,C,X,,,D,C,X,,X,
P1156/0521,M,2.7,CREDIT,,X,,X,,,,,,,X,B,,,E,X,B,,C,
P1156/0522,M,3.0,MERIT,,X,,X,,,,,,,X,B,,,D,X,B,,B,
P1156/0523,M,3.0,MERIT,,X,,X,,,,,,,X,B,,,E,X,B,,B,
P1156/0524,M,-,ABS,,X,,X,,,,,,,X,X,,,X,X,X,,X,
P1156/0525,M,2.3,CREDIT,,X,,X,,,,,,,X,B,,,E,X,D,,B,
P1156/0526,M,0.7,PASS,,X,,X,,,,,,,X,X,,,F,D,E,,D,
P1156/0527,M,1.7,CREDIT,,X,,X,,,,,,,X,D,,,F,X,C,,C,
P1156/0528,M,-,ABS,,X,,X,,,,,,,X,X,,,X,X,X,,X,
P1156/0529,M,-,FAIL,,X,,X,,,,,,,X,F,,,F,X,X,,F,
P1156/0530,M,2.3,CREDIT,,X,,A,,,,,,,X,X,,,X,X,E,,C,
P1156/0531,M,0.3,FAIL,,E,,X,,,,,,,E,X,,,E,D,X,,X,
P1156/0532,M,1.0,PASS,,X,,X,,,,,,,X,X,,,E,D,E,,C,
P1156/0533,M,1.0,PASS,,X,,X,,,,,,,X,X,,,F,E,D,,C,
P1156/0534,M,3.0,MERIT,,X,,X,,,,,,,X,+,,,E,X,B,,C,
P1156/0535,M,1.7,CREDIT,,X,,X,,,,,,,X,X,,,F,D,D,,B,
P1156/0536,M,2.0,CREDIT,,X,,X,,,,,,,X,X,,,E,C,C,,C,
P1156/0537,M,2.3,CREDIT,,X,,X,,,,,,,X,X,,,D,C,C,,B,
P1156/0538,M,1.0,PASS,,X,,X,,,,,,,X,X,,,E,D,E,,C,
P1156/0539,M,0.3,FAIL,,X,,X,,,,,,,X,X,,,F,E,E,,D,
P1156/0540,M,1.7,CREDIT,,X,,X,,,,,,,X,C,,,E,D,C,,X,
P1156/0541,M,-,ABS,,X,,X,,,,,,,X,X,,,X,X,X,,X,
P1246/0501,F,-,FAIL,,E,,,,,,,,,X,X,,,E,X,X,,X,
P1246/0502,F,2.0,CREDIT,,X,,,,,,,,,X,X,,,E,C,C,,C,
P1246/0503,F,3.3,MERIT,,X,,,,,,,,,X,+,,,D,B,B,,X,
P1246/0504,F,2.3,CREDIT,,X,,,,,,,,,X,B,,,F,X,D,,B,
P1246/0505,F,1.3,PASS,,X,,,,,,,,,X,C,,,E,X,E,,C,
P1246/0506,F,2.7,CREDIT,,X,,,,,,,,,X,B,,,E,X,C,,B,
P1246/0507,F,2.3,CREDIT,,X,,,,,,,,,X,X,,,E,C,C,,B,
P1246/0508,F,3.0,MERIT,,X,,,,,,,,,X,B,,,D,X,C,,+,
P1246/0509,F,2.7,CREDIT,,X,,,,,,,,,X,B,,,E,X,C,,B,
P1246/0510,F,1.0,PASS,,X,,,,,,,,,X,D,,,F,X,F,,C,
P1246/0511,F,2.3,CREDIT,,X,,,,,,,,,X,C,,,E,X,C,,B,
P1246/0512,M,2.3,CREDIT,,X,,,,,,,,,X,B,,,E,X,C,,C,
P1246/0513,M,0.7,PASS,,X,,,,,,,,,X,D,,,F,X,E,,D,
P1246/0514,M,1.0,PASS,,X,,,,,,,,,X,D,,,E,D,D,,X,
P1246/0515,M,3.3,MERIT,,X,,,,,,,,,X,+,,,E,X,B,,B,
P1246/0516,M,1.0,PASS,,E,,,,,,,,,C,X,,,E,D,X,,X,
P1246/0517,M,3.0,MERIT,,X,,,,,,,,,X,+,,,D,C,B,,X,
P1246/0518,M,2.3,CREDIT,,X,,,,,,,,,X,X,,,E,C,C,,B,
P1246/0519,M,1.7,CREDIT,,X,,,,,,,,,X,D,,,F,C,C,,X,
P1246/0520,M,2.7,CREDIT,,X,,,,,,,,,X,X,,,D,C,B,,B,
P1246/0521,M,3.3,MERIT,,X,,,,,,,,,X,+,,,E,B,B,,C,
P1246/0522,M,0.3,FAIL,,F,,,,,,,,,E,X,,,F,D,X,,X,
P1246/0523,M,3.0,MERIT,,X,,,,,,,,,X,B,,,E,X,B,,B,
P1246/0524,M,1.3,PASS,,E,,,,,,,,,C,X,,,D,C,X,,X,
P1246/0525,M,1.3,PASS,,F,,,,,,,,,C,X,,,E,C,X,,X,
P1246/0526,M,2.7,CREDIT,,X,,,,,,,,,X,B,,,E,X,C,,B,
P1278/0501,F,1.7,CREDIT,,X,,,F,X,X,,,,D,X,,,E,C,C,,X,X
P1278/0502,F,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,X
P1278/0503,F,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,X
P1278/0504,F,-,FAIL,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,F
P1278/0505,F,2.0,CREDIT,,X,,,X,X,X,,,,X,X,,,E,C,C,,C,X
P1278/0506,F,2.3,CREDIT,,X,,,X,X,X,,,,X,B,,,C,X,C,,C,X
P1278/0507,F,2.7,CREDIT,,X,,,X,X,X,,,,X,X,,,E,C,B,,B,X
P1278/0508,F,2.3,CREDIT,,X,,,X,X,X,,,,X,B,,,E,X,C,,C,X
P1278/0509,F,2.7,CREDIT,,C,,,X,X,X,,,,B,X,,,D,B,X,,X,X
P1278/0510,M,0.0,FAIL,,F,,,X,X,F,,,,X,X,,,X,X,X,,X,F
P1278/0511,M,0.0,FAIL,,X,,,X,X,X,,,,X,F,,,F,X,F,,E,X
P1278/0512,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,X
P1278/0513,M,1.7,CREDIT,,D,,,X,X,X,,,,C,X,,,D,C,X,,X,X
P1278/0514,M,2.3,CREDIT,,X,,,X,X,X,,,,X,X,,,E,C,C,,B,X
P1278/0515,M,2.0,CREDIT,,X,,,X,X,X,,,,X,C,,,E,C,C,,X,X
P1278/0516,M,0.7,PASS,,D,,,X,X,E,,,,X,X,,,F,X,X,,X,D
P1278/0517,M,0.0,FAIL,,X,,,X,E,F,,,,X,X,,,X,X,X,,X,F
P1278/0518,M,1.7,CREDIT,,E,,,X,X,X,,,,C,X,,,E,B,X,,X,X
P1278/0519,M,-,ABS,,X,,,X,X,X,,,,X,X,,,X,X,X,,X,X
P1278/0520,M,-,FAIL,,X,,,X,X,F,,,,X,X,,,X,X,X,,X,F
P1278/0521,M,1.3,PASS,,X,,,X,X,X,,,,X,X,,,F,D,D,,C,X
P1278/0522,M,3.0,MERIT,,X,,,D,X,X,,,,B,X,,,D,+,C,,X,X
P1278/0523,M,2.7,CREDIT,,X,,,X,X,X,,,,X,B,,,E,C,B,,X,X
P1278/0524,M,1.3,PASS,,E,,,X,X,X,,,,C,X,,,E,C,X,,X,X
P1278/0525,M,1.0,PASS,,D,,,X,X,C,,,,X,X,,,D,X,X,,X,E
P1278/0526,M,1.0,PASS,,X,,,F,X,X,,,,D,X,,,E,D,D,,X,X
P1278/0527,M,2.0,CREDIT,,X,,,F,X,X,,,,C,X,,,E,C,C,,X,X
P1278/0528,M,0.7,PASS,,X,,,E,D,D,,,,X,X,,,E,X,X,,X,E
P1278/0529,M,1.0,PASS,,X,,,X,X,X,,,,X,D,,,D,D,D,,X,X
P1278/0530,M,0.3,FAIL,,X,,,F,D,E,,,,X,X,,,F,X,X,,X,F
P1278/0531,M,0.0,FAIL,,X,,,F,E,F,,,,X,X,,,X,X,X,,X,F
P1278/0532,M,1.3,PASS,,X,,,F,C,E,,,,X,X,,,E,C,X,,X,X
P1278/0533,M,0.0,FAIL,,X,,,F,E,F,,,,X,X,,,E,X,X,,X,F
P1278/0534,M,2.7,CREDIT,,X,,,D,X,X,,,,B,X,,,E,C,B,,X,X
P1291/0501,M,1.7,CREDIT,,,,,,,,,,,,X,,,E,,C,E,B,
P1291/0502,M,3.0,MERIT,,,,,,,,,,,,+,,,E,,C,X,B,
P1298/0501,F,1.3,PASS,,X,,X,X,X,X,,,,,C,,,F,E,X,X,C,X
P1298/0502,F,0.3,FAIL,,X,,X,X,X,X,,,,,X,,,F,E,F,X,D,X
P1298/0503,F,1.7,CREDIT,,X,,C,X,X,X,,,,,X,,,F,E,X,X,B,X
P1298/0504,F,0.3,FAIL,,X,,X,X,X,X,,,,,F,,,F,X,F,X,D,X
P1298/0505,F,0.7,PASS,,X,,E,X,X,X,,,,,F,,,F,X,X,X,C,X
P1298/0506,M,0.3,FAIL,,X,,E,X,X,X,,,,,F,,,F,X,X,X,D,X
P1298/0507,M,1.7,CREDIT,,X,,X,X,D,F,,,,,X,,,F,C,X,X,C,X
P1298/0508,M,3.3,MERIT,,X,,B,X,X,X,,,,,+,,,E,X,X,X,B,X
P1298/0509,M,0.3,FAIL,,X,,X,X,F,F,,,,,X,,,F,E,X,X,D,X
P1298/0510,M,1.0,PASS,,X,,X,X,X,F,,,,,X,,,F,D,X,X,C,X
P1298/0511,M,-,ABS,,X,,X,X,X,X,,,,,X,,,X,X,X,X,X,X
P1298/0512,M,0.7,PASS,,F,,X,X,X,D,,,,,X,,,F,X,X,X,X,D
P1298/0513,M,-,ABS,,X,,X,X,X,X,,,,,X,,,X,X,X,X,X,X
P1298/0514,M,0.0,FAIL,,F,,X,X,X,E,,,,,X,,,F,X,X,X,X,E
P1298/0515,M,0.0,FAIL,,F,,X,X,X,E,,,,,X,,,F,X,X,X,X,F
P1298/0516,M,-,FAIL,,X,,X,X,X,X,,,,,X,,,F,X,X,X,X,X
P1298/0517,M,0.0,FAIL,,F,,X,X,X,F,,,,,X,,,F,X,X,X,X,E
P1298/0518,M,-,FAIL,,X,,X,F,X,E,,,,,X,,,F,X,X,X,X,F
P1298/0519,M,-,ABS,,X,,X,X,X,X,,,,,X,,,X,X,X,X,X,X
P1298/0520,M,0.3,FAIL,,X,,X,X,X,X,,,,,F,,,F,X,F,X,D,X
P1298/0521,M,2.3,CREDIT,,X,,X,X,F,X,,,,,B,,,E,C,X,X,C,X
P1298/0522,M,2.3,CREDIT,,X,,C,X,X,X,,,,,B,,,E,C,X,X,C,X
P1298/0523,M,1.7,CREDIT,,X,,X,X,D,X,,,,,C,,,E,C,X,X,X,X
P1298/0524,M,1.3,PASS,,X,,X,X,E,F,,,,,C,,,F,D,X,X,D,X
P1378/0501,F,1.3,PASS,,X,,,X,,,,,X,X,D,,,E,X,D,X,C,
P1378/0502,F,2.3,CREDIT,,X,,,F,,,,,X,B,X,,,E,C,C,X,X,
P1378/0503,F,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0504,F,2.3,CREDIT,,X,,,X,,,,,X,X,B,,,X,X,D,X,B,
P1378/0505,F,1.3,PASS,,X,,,F,,,,,X,D,X,,,D,C,D,X,X,
P1378/0506,F,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0507,F,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0508,F,2.0,CREDIT,,X,,,X,,,,,X,X,B,,,F,X,E,X,B,
P1378/0509,F,1.3,PASS,,X,,,X,,,,,X,X,C,,,E,X,E,X,C,
P1378/0510,F,2.7,CREDIT,,X,,,X,,,,,X,X,B,,,D,B,C,X,X,
P1378/0511,F,3.3,MERIT,,X,,,X,,,,,X,X,+,,,E,B,B,X,X,
P1378/0512,F,0.0,FAIL,,X,,,X,,,,,X,X,E,,,F,X,E,X,E,
P1378/0513,F,2.3,CREDIT,,X,,,X,,,,,X,X,C,,,F,X,D,X,+,
P1378/0514,F,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0515,F,1.3,PASS,,X,,,X,,,,,X,X,X,,,F,E,C,X,C,
P1378/0516,F,2.7,CREDIT,,X,,,X,,,,,X,X,B,,,E,X,C,X,B,
P1378/0517,F,1.0,PASS,,F,,,X,,,,,X,C,X,,,E,D,X,X,X,
P1378/0518,F,1.3,PASS,,X,,,X,,,,,X,X,C,,,F,X,E,X,C,
P1378/0519,M,2.3,CREDIT,,X,,,X,,,,,X,X,B,,,E,X,C,X,C,
P1378/0520,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0521,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0522,M,2.3,CREDIT,,X,,,X,,,,,X,X,B,,,E,C,C,X,X,
P1378/0523,M,3.0,MERIT,,X,,,X,,,,,X,X,X,,,E,B,B,X,B,
P1378/0524,M,2.7,CREDIT,,X,,,X,,,,,X,X,B,,,D,C,B,X,X,
P1378/0525,M,2.0,CREDIT,,X,,,X,,,,,X,X,C,,,E,X,C,X,C,
P1378/0526,M,2.7,CREDIT,,X,,,X,,,,,X,X,X,,,D,B,C,X,B,
P1378/0527,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0528,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0529,M,2.3,CREDIT,,X,,,X,,,,,X,X,X,,,E,C,C,X,B,
P1378/0530,M,4.0,DISTINCTION,,X,,,X,,,,,X,X,+,,,D,X,+,X,+,
P1378/0531,M,1.7,CREDIT,,X,,,X,,,,,X,X,D,,,F,X,C,X,C,
P1378/0532,M,1.3,PASS,,X,,,X,,,,,X,X,E,,,E,X,C,X,C,
P1378/0533,M,0.3,FAIL,,F,,,X,,,,,X,F,X,,,F,D,X,X,X,
P1378/0534,M,0.0,FAIL,,X,,,X,,,,,X,X,F,,,F,X,F,X,F,
P1378/0535,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0536,M,2.7,CREDIT,,X,,,X,,,,,X,X,X,,,E,B,C,X,B,
P1378/0537,M,3.0,MERIT,,X,,,X,,,,,X,X,B,,,E,X,B,X,B,
P1378/0538,M,0.7,PASS,,E,,,X,,,,,X,D,X,,,E,D,X,X,X,
P1378/0539,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0541,M,2.3,CREDIT,,X,,,X,,,,,X,X,C,,,E,X,C,X,B,
P1378/0542,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0543,M,0.0,FAIL,,X,,,X,,,,,X,X,E,,,F,E,E,X,X,
P1378/0544,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0545,M,2.7,CREDIT,,X,,,X,,,,,X,X,X,,,C,C,B,X,B,
P1378/0546,M,2.0,CREDIT,,X,,,X,,,,,X,X,C,,,E,X,C,X,C,
P1378/0547,M,2.7,CREDIT,,X,,,X,,,,,X,X,X,,,D,B,C,X,B,
P1378/0548,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0549,M,2.7,CREDIT,,X,,,X,,,,,X,X,B,,,E,C,B,X,X,
P1378/0550,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0551,M,-,PASS,,X,,,X,,,,,X,X,D,,,E,X,D,X,X,
P1378/0552,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0553,M,3.0,MERIT,,X,,,F,,,,,X,B,X,,,E,B,B,X,X,
P1378/0554,M,1.3,PASS,,X,,,X,,,,,X,X,X,,,E,D,D,X,C,
P1378/0555,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0556,M,2.3,CREDIT,,X,,,X,,,,,X,X,X,,,F,C,C,X,B,
P1378/0557,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0558,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0559,M,3.3,MERIT,,X,,,X,,,,,X,X,+,,,D,B,B,X,X,
P1378/0560,M,1.0,PASS,,X,,,X,,,,,X,X,X,,,F,D,D,X,D,
P1378/0561,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0562,M,1.7,CREDIT,,X,,,X,,,,,X,X,X,,,E,D,C,X,C,
P1378/0563,M,3.0,MERIT,,X,,,X,,,,,X,X,+,,,E,B,C,X,X,
P1378/0564,M,3.0,MERIT,,X,,,X,,,,,X,X,B,,,E,X,B,X,B,
P1378/0565,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0566,M,2.3,CREDIT,,X,,,X,,,,,X,X,X,,,E,C,C,X,B,
P1378/0567,M,2.7,CREDIT,,X,,,X,,,,,+,X,B,,,D,X,C,X,B,
P1378/0568,M,2.3,CREDIT,,X,,,X,,,,,X,X,B,,,E,X,C,X,C,
P1378/0569,M,2.3,CREDIT,,X,,,X,,,,,X,X,X,,,D,C,C,X,B,
P1378/0570,M,2.3,CREDIT,,X,,,X,,,,,X,X,X,,,E,B,B,X,D,
P1378/0571,M,1.7,CREDIT,,X,,,X,,,,,X,X,C,,,D,X,C,X,D,
P1378/0572,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0573,M,2.3,CREDIT,,D,,,X,,,,,X,B,X,,,D,B,X,X,X,
P1378/0574,M,3.0,MERIT,,X,,,X,,,,,X,X,X,,,D,B,B,X,B,
P1378/0575,M,2.0,CREDIT,,X,,,X,,,,,X,X,X,,,E,C,C,X,C,
P1378/0576,M,3.0,MERIT,,X,,,X,,,,,X,X,+,,,E,B,C,X,X,
P1378/0577,M,1.3,PASS,,X,,,X,,,,,X,X,C,,,E,X,D,X,D,
P1378/0578,M,2.3,CREDIT,,X,,,X,,,,,X,X,C,,,E,C,B,X,X,
P1378/0579,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0580,M,2.7,CREDIT,,X,,,X,,,,,X,X,C,,,E,X,B,X,B,
P1378/0581,M,2.3,CREDIT,,X,,,X,,,,,X,X,B,,,E,C,C,X,X,
P1378/0582,M,0.3,FAIL,,X,,,X,,,,,X,X,X,,,F,E,E,X,D,
P1378/0583,M,-,PASS,,X,,,X,,,,,X,X,X,,,F,C,D,X,X,
P1378/0584,M,1.3,PASS,,X,,,X,,,,,X,X,C,,,X,X,D,X,D,
P1378/0585,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1378/0586,M,2.7,CREDIT,,X,,,X,,,,,X,X,B,,,D,X,B,X,C,
P1378/0587,M,2.7,CREDIT,,X,,,X,,,,,X,X,X,,,E,C,B,X,B,
P1378/0588,M,-,ABS,,X,,,X,,,,,X,X,X,,,X,X,X,X,X,
P1379/0501,F,-,ABS,,,,,,,,,,,,X,,,X,X,X,,X,
P1379/0502,F,3.0,MERIT,,,,,,,,,,,,+,,,E,X,B,,C,
P1379/0503,F,1.7,CREDIT,,,,,,,,,,,,C,,,E,X,D,,C,
P1379/0504,F,2.3,CREDIT,,,,,,,,,,,,B,,,E,X,D,,B,
P1379/0505,F,1.7,CREDIT,,,,,,,,,,,,C,,,E,X,D,,C,
P1379/0506,F,2.3,CREDIT,,,,,,,,,,,,B,,,E,X,D,,B,
P1379/0507,M,1.3,PASS,,,,,,,,,,,,C,,,E,E,X,,C,
P1379/0508,M,2.7,CREDIT,,,,,,,,,,,,B,,,E,X,C,,B,
P1379/0509,M,0.7,PASS,,,,,,,,,,,,D,,,F,X,E,,D,
P1379/0510,M,1.0,PASS,,,,,,,,,,,,X,,,E,D,D,,D,
P1379/0511,M,1.0,PASS,,,,,,,,,,,,D,,,E,X,E,,C,
P1379/0512,M,2.0,CREDIT,,,,,,,,,,,,C,,,E,X,C,,C,
P1379/0513,M,1.7,CREDIT,,,,,,,,,,,,X,,,E,D,D,,B,
P1379/0514,M,1.3,PASS,,,,,,,,,,,,X,,,E,D,D,,C,
P1379/0515,M,-,FAIL,,,,,,,,,,,,X,,,F,E,D,,X,
P1379/0516,M,3.0,MERIT,,,,,,,,,,,,B,,,E,X,C,,+,
P1379/0517,M,1.7,CREDIT,,,,,,,,,,,,X,,,E,D,C,,C,
P1379/0518,M,-,PASS,,,,,,,,,,,,B,,,E,X,C,,X,
P1379/0519,M,2.0,CREDIT,,,,,,,,,,,,B,,,E,X,D,,C,
P1379/0520,M,0.7,PASS,,,,,,,,,,,,D,,,F,F,X,,D,
P1379/0521,M,0.7,PASS,,,,,,,,,,,,D,,,F,X,E,,D,
P1475/0501,F,1.7,CREDIT,C,X,,,E,,,C,,,D,X,,,E,X,X,,X,
P1475/0502,F,-,FAIL,X,X,,,X,,,X,,,X,X,,,F,X,X,,D,
P1475/0503,F,-,ABS,X,X,,,X,,,X,,,X,X,,,X,X,X,,X,
P1475/0504,F,2.7,CREDIT,X,X,,,X,,,X,,,X,B,,,D,B,C,,X,
P1475/0505,F,-,ABS,X,X,,,X,,,X,,,X,X,,,X,X,X,,X,
P1475/0506,M,0.3,FAIL,X,X,,,X,,,X,,,X,E,,,E,D,E,,X,
P1475/0507,M,-,ABS,X,X,,,X,,,X,,,X,X,,,X,X,X,,X,
P1475/0508,M,2.0,CREDIT,X,X,,,X,,,X,,,X,C,,,E,X,C,,C,
P1475/0509,M,-,ABS,X,X,,,X,,,X,,,X,X,,,X,X,X,,X,
P1475/0510,M,0.7,PASS,X,X,,,F,,,X,,,E,X,,,E,D,D,,X,
P1475/0511,M,-,ABS,X,X,,,X,,,X,,,X,X,,,X,X,X,,X,
P1475/0512,M,-,PASS,X,X,,,X,,,X,,,X,X,,,F,D,D,,X,
P1475/0513,M,3.0,MERIT,X,X,,,X,,,X,,,X,C,,,D,X,B,,+,
P1475/0514,M,2.0,CREDIT,X,X,,,X,,,X,,,X,C,,,D,X,C,,C,
P1475/0515,M,2.3,CREDIT,C,X,,,E,,,B,,,C,X,,,E,X,X,,X,
P1475/0516,M,3.0,MERIT,X,X,,,X,,,X,,,X,+,,,D,X,B,,C,
P1475/0517,M,1.7,CREDIT,X,X,,,X,,,X,,,X,C,,,E,X,D,,C,
